"","budget","release_date","sw_lang_en","sw_tagline","release_month","seasonality","countries_cnt","lang_RU","actor0_movies_cnt","actor1_movies_5y_cnt","sw_female_actor0","sw_male_actor0","actor0_prev_revenue","director_movies_cnt","genre_fantasy","genre_horror","genre_history","genre_crime","genre_mystery","genre_family","depart_Art","depart_Custom_Mkup","depart_Lighting","depart_Visual_Effects","depart_Camera_female","depart_Directing_female","depart_Production_female","depart_Writing_female"
"180",3.2e+07,"07/07/1989",1,1,7,40981593,2,0,2,0,"0","1","191185897",4,0,0,0,0,0,0,"4","1","0","0","0","0","3","0"
"181",3e+07,"09/09/2008",1,1,9,-37667937,2,0,13,7,"0","1","176070171",2,0,0,0,1,0,0,"1","0","0","0","0","0","2","0"
"182",0,"24/10/2002",1,1,10,-28659422,2,0,1,0,"1","0","NULL",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"183",0,"24/05/1991",1,1,5,21757736,1,0,16,0,"0","1","85300000",2,0,0,0,0,0,0,"3","1","0","0","0","0","0","0"
"184",6e+06,"09/09/2010",0,1,9,-37667937,2,0,3,0,"0","1","162242962",1,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"185",82500000,"22/06/2006",1,1,6,74205073,1,0,14,5,"0","1","196482882",3,1,0,0,0,0,0,"0","1","0","0","0","0","0","0"
"186",1.4e+07,"20/02/1997",1,0,2,-15309317,1,0,2,0,"1","0","8403433",0,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"187",5e+06,"06/10/2006",1,1,10,-28659422,1,0,0,0,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"188",259000,"24/11/1928",1,0,11,31944703,1,0,1,0,"0","1","NULL",1,0,0,0,0,1,0,"1","0","0","0","0","0","0","0"
"189",1.8e+08,"22/06/2008",1,1,6,74205073,1,0,0,1,"0","1","NULL",1,0,0,0,0,0,1,"5","3","1","5","0","0","1","0"
"190",0,"14/03/2014",1,1,3,-7149862,1,0,5,3,"1","0","79700000",8,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"191",4e+06,"08/03/1996",1,1,3,-7149862,1,0,1,0,"0","1","418961",0,0,1,0,0,0,0,"5","3","0","0","0","0","2","0"
"192",4e+07,"17/05/2012",1,1,5,21757736,1,0,27,1,"1","0","358372926",1,0,0,0,0,0,0,"1","2","0","0","0","1","2","2"
"193",0,"01/07/2016",1,0,7,40981593,1,0,5,3,"1","0","100000000",0,0,0,0,0,0,0,"5","12","0","0","0","0","0","1"
"194",0,"07/09/1983",1,1,9,-37667937,1,0,1,0,"0","1","NULL",0,0,0,0,1,0,0,"1","0","0","0","0","0","0","0"
"195",4500000,"10/10/2009",1,0,10,-28659422,1,0,11,1,"1","0","37803872",1,0,0,0,0,0,0,"0","1","0","0","0","0","0","0"
"196",0,"01/10/2008",0,1,10,-28659422,1,0,1,0,"0","0","900000",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"197",7e+06,"02/12/1988",1,1,12,32322910,2,0,0,0,"0","1","NULL",0,0,1,0,0,0,0,"0","0","0","0","0","0","0","0"
"198",6e+07,"19/04/2006",1,1,4,-28405871,1,0,18,3,"0","1","352927224",1,0,0,0,1,0,0,"4","2","0","0","0","0","1","0"
"199",2.4e+07,"07/04/2000",1,1,4,-28405871,1,0,6,3,"0","1","161834276",0,0,0,0,0,0,0,"0","0","0","0","0","0","1","0"
"200",12600000,"12/09/2014",1,0,9,-37667937,1,0,9,6,"0","1","156974557",0,0,0,0,1,0,0,"7","5","2","2","0","0","1","0"
"201",8.5e+07,"15/12/2006",1,1,12,32322910,2,0,24,9,"1","0","363889678",2,1,0,0,0,0,1,"4","1","1","3","0","0","2","1"
"202",1e+07,"08/09/1988",1,1,9,-37667937,2,0,4,3,"1","0","73326666",0,0,0,0,0,0,0,"2","0","0","0","0","0","0","1"
"203",5.5e+07,"30/10/2013",1,1,10,-28659422,1,0,32,9,"0","1","559852396",2,0,0,0,0,0,1,"0","0","1","6","0","0","0","0"
"204",7.5e+07,"25/07/2007",1,1,7,40981593,1,0,5,1,"0","1","78247647",0,0,0,0,0,0,1,"1","0","0","6","0","0","1","0"
"205",3200000,"15/11/1985",1,1,11,31944703,1,0,0,1,"0","1","NULL",0,0,1,0,0,0,0,"0","0","0","0","0","0","0","0"
"206",2e+06,"17/09/2015",1,1,9,-37667937,1,0,13,9,"1","0","167977596",1,0,0,0,1,0,0,"5","9","1","2","0","0","0","0"
"207",0,"08/05/1992",1,1,5,21757736,1,0,8,0,"0","1","183316455",0,0,0,0,1,0,0,"2","1","0","0","0","0","1","0"
"208",1.5e+07,"30/06/1995",1,1,6,74205073,2,0,0,0,"1","0","NULL",0,1,0,0,0,0,1,"3","2","0","0","0","0","1","0"
"209",0,"22/04/1994",1,1,4,-28405871,3,0,3,3,"0","1","17092453",3,1,1,0,0,0,0,"1","1","0","0","0","0","0","0"
"210",1e+08,"05/03/2004",1,1,3,-7149862,2,0,14,0,"0","1","926287400",5,0,0,0,0,0,0,"21","12","6","10","0","0","0","0"
"211",2.2e+07,"25/12/1997",1,1,12,32322910,5,0,1,3,"0","1","34585416",1,0,1,0,0,0,0,"2","1","0","0","0","0","1","0"
"212",7e+06,"18/06/1975",1,1,6,74205073,1,0,2,1,"0","1","41158757",1,0,1,0,0,0,0,"4","3","0","0","0","1","1","0"
"213",0,"27/08/1993",1,1,8,-33273015,1,0,9,4,"0","1","505000000",0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"214",6700000,"01/06/2012",0,0,6,74205073,1,0,8,0,"0","1","10000000",1,0,0,0,0,0,0,"1","1","0","2","0","0","0","0"
"215",2e+07,"01/09/2012",1,1,9,-37667937,1,0,18,3,"0","1","70906973",0,0,0,0,1,0,0,"0","1","0","0","0","0","0","0"
"216",3.5e+07,"07/02/2013",1,1,2,-15309317,1,0,21,4,"0","1","231411584",3,0,0,0,1,0,0,"6","13","0","1","0","0","3","0"
"217",3.5e+07,"08/08/2014",0,1,8,-33273015,1,0,0,0,"NULL","NULL","NULL",3,1,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"218",1e+07,"25/06/1981",1,1,6,74205073,1,1,2,0,"0","1","39846344",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"219",0,"22/08/1980",0,0,8,-33273015,1,0,0,0,"0","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"220",2600000,"09/07/2004",1,0,7,40981593,2,0,0,0,"0","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"221",1.2e+07,"22/04/2009",0,0,4,-28405871,2,0,0,0,"0","1","NULL",0,0,0,1,0,0,0,"1","0","0","0","0","0","0","0"
"222",0,"13/11/1992",1,1,11,31944703,1,0,0,2,"1","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"223",5e+06,"04/06/2010",1,1,6,74205073,1,0,13,0,"1","0","415252786",0,0,0,0,0,0,0,"1","2","0","0","0","0","0","0"
"224",4.9e+07,"20/03/1992",1,1,3,-7149862,2,0,8,5,"0","1","320145693",2,0,0,0,0,1,0,"4","1","0","0","0","1","0","0"
"225",0,"01/05/2016",1,0,5,21757736,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"226",0,"22/03/2003",1,1,3,-7149862,4,0,4,3,"0","1","117487473",0,0,0,1,0,0,0,"3","1","0","0","0","0","2","0"
"227",5e+07,"24/02/2011",1,1,2,-15309317,1,0,36,5,"0","1","457363168",2,1,0,0,1,0,0,"6","9","2","7","0","0","1","0"
"228",7500000,"29/10/2009",1,1,10,-28659422,2,0,4,3,"1","0","214104620",0,0,0,0,0,0,0,"1","0","0","0","0","1","1","0"
"229",6244087,"17/06/1969",1,1,6,74205073,1,0,4,1,"0","1","41744718",1,0,0,0,0,0,0,"1","2","1","0","0","0","0","0"
"230",1.4e+07,"31/03/1995",1,1,3,-7149862,1,0,10,3,"0","1","153518974",3,0,0,0,0,0,0,"0","0","0","0","0","0","0","1"
"231",1.1e+08,"16/06/2004",1,1,6,74205073,4,0,16,2,"0","1","347325802",2,0,0,0,0,0,0,"20","7","6","10","0","0","2","0"
"232",8e+05,"08/10/1993",1,1,10,-28659422,1,0,0,0,"1","0","NULL",0,0,0,0,0,0,0,"2","1","0","0","0","0","0","0"
"233",0,"04/10/2013",1,0,10,-28659422,2,0,27,2,"0","1","933959197",5,0,0,0,0,0,0,"2","3","0","0","1","0","0","0"
"234",0,"04/02/2009",1,0,2,-15309317,1,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"235",3e+07,"15/10/2016",1,1,10,-28659422,2,0,6,4,"0","1","173013509",3,0,0,1,0,0,0,"12","16","4","5","0","0","1","0"
"236",0,"09/02/2007",1,1,2,-15309317,1,0,0,0,"0","1","NULL",0,0,0,0,0,0,1,"2","2","0","0","0","0","1","0"
"237",1.5e+07,"16/08/1996",1,0,8,-33273015,1,0,3,2,"0","1","6",0,0,1,0,0,0,0,"6","6","0","2","0","1","1","0"
"238",0,"14/09/1978",0,0,9,-37667937,1,0,0,0,"0","0","NULL",0,0,0,0,0,0,0,"2","3","0","0","0","0","0","0"
"239",2.2e+07,"12/07/1990",1,1,7,40981593,1,0,5,1,"0","1","213954274",3,1,0,0,0,1,0,"6","7","1","12","0","0","3","0"
"240",2e+07,"13/12/2002",1,1,12,32322910,1,0,1,3,"0","1","9902115",1,0,0,0,0,0,0,"0","0","0","0","0","0","1","1"
"241",0,"08/10/1997",1,1,10,-28659422,1,0,14,1,"0","1","137298489",0,0,0,0,0,0,0,"2","1","0","0","0","0","2","0"
"242",7e+07,"13/06/2013",1,1,6,74205073,2,0,1,3,"1","0","18663238",1,0,0,0,0,0,1,"3","0","0","2","0","1","0","0"
"243",0,"01/08/2009",0,0,8,-33273015,1,0,1,0,"0","0","NULL",1,0,0,0,0,0,0,"1","0","0","1","0","0","0","0"
"244",0,"02/11/1995",1,1,11,31944703,1,0,4,4,"1","0","116700000",0,0,0,0,0,0,0,"3","2","0","0","0","2","2","0"
"245",0,"26/04/1979",1,1,4,-28405871,1,0,0,0,"0","1","NULL",0,0,1,0,0,0,0,"0","0","0","0","0","0","0","0"
"246",1.9e+07,"16/10/2008",1,1,10,-28659422,1,0,3,3,"0","1","NULL",0,0,0,0,0,0,0,"5","8","0","0","0","0","3","0"
"247",2.3e+07,"29/07/1994",1,1,7,40981593,1,0,4,0,"0","1","107217396",2,1,0,0,1,0,0,"0","0","0","1","0","0","1","0"
"248",18339750,"08/09/2004",0,1,9,-37667937,3,1,3,0,"0","1","96105964",0,0,0,1,0,0,0,"4","5","2","2","0","0","0","0"
"249",1.02e+08,"07/06/2001",1,1,6,74205073,2,0,17,2,"0","1","296000000",2,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"250",7920000,"06/10/1978",1,1,10,-28659422,1,0,6,1,"0","1","60000000",3,0,0,0,0,1,0,"3","1","0","0","0","0","0","1"
"251",12560000,"07/02/2001",0,0,2,-15309317,1,0,1,1,"0","1","29456000",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"252",9.8e+07,"22/12/1995",1,1,12,32322910,4,0,7,2,"1","0","73326666",5,0,0,0,0,0,0,"2","1","0","1","0","0","1","0"
"253",8500000,"27/02/2004",1,1,2,-15309317,1,0,1,1,"0","1","18492362",1,0,1,0,0,0,0,"7","9","3","4","0","1","1","0"
"254",0,"29/11/2012",0,0,11,31944703,1,1,0,0,"NULL","NULL","NULL",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"255",11178,"05/09/2012",1,1,9,-37667937,1,0,0,0,"0","1","NULL",0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"256",9500000,"06/09/2013",1,1,9,-37667937,1,0,22,6,"0","1","231411584",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"257",5.5e+07,"10/09/2015",1,1,9,-37667937,3,0,14,6,"0","1","214104620",3,0,0,0,0,0,0,"8","15","4","25","0","0","1","0"
"258",1e+06,"15/11/1956",1,1,11,31944703,1,0,0,1,"0","1","NULL",0,0,0,0,0,0,0,"4","3","0","0","0","0","0","0"
"259",0,"18/11/1995",0,1,11,31944703,1,0,0,0,"1","0","NULL",0,0,0,0,0,0,0,"4","0","0","5","0","0","0","0"
"260",24554,"12/09/1998",1,1,9,-37667937,0,0,1,0,"0","0","14683921",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"261",0,"02/09/1988",1,0,9,-37667937,1,0,11,1,"0","1","100489151",3,0,0,0,0,0,1,"2","1","0","0","0","0","1","0"
"262",5e+07,"28/04/2006",1,1,4,-28405871,3,0,28,2,"0","1","262797249",8,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"263",0,"11/12/2010",0,0,12,32322910,1,0,2,0,"0","0","NULL",0,0,0,0,0,0,0,"2","0","0","0","0","0","0","0"
"264",1e+07,"12/11/1987",1,1,11,31944703,1,0,3,1,"1","0","8362969",0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0"
"265",0,"14/05/2004",1,0,5,21757736,1,0,2,4,"0","1","110000000",0,0,0,0,0,0,0,"2","1","0","0","0","0","3","0"
"266",1.5e+07,"16/12/2002",1,1,12,32322910,1,0,8,8,"0","1","100853753",8,0,0,0,1,0,0,"4","1","0","0","0","0","1","0"
"267",1.5e+07,"11/09/2007",1,1,9,-37667937,1,0,4,5,"0","1","30411183",2,0,0,0,0,0,0,"6","4","0","2","0","1","3","0"
"268",27000,"13/09/1994",1,1,9,-37667937,1,0,0,0,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"269",4e+07,"21/07/2006",1,1,7,40981593,3,0,0,0,"0","1","NULL",2,0,0,0,0,0,1,"4","1","0","0","0","0","0","0"
"270",0,"07/09/2007",1,1,9,-37667937,0,0,19,0,"0","1","41744718",2,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"271",2.1e+07,"25/03/2011",1,1,3,-7149862,1,0,5,2,"0","1","457363168",2,0,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"272",72500000,"04/08/2006",1,1,8,-33273015,1,0,16,7,"0","1","285176741",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"273",1.2e+07,"05/10/1990",1,1,10,-28659422,1,0,2,0,"0","1","47410000",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"274",5e+07,"04/06/2010",1,1,6,74205073,1,0,24,5,"0","1","461983149",3,0,0,0,0,0,1,"2","1","0","2","0","0","0","0"
"275",6.5e+07,"17/12/1998",1,1,12,32322910,1,0,18,5,"0","1","373554033",2,0,0,0,0,0,0,"6","1","0","0","0","1","4","1"
"276",0,"24/05/2013",1,0,5,21757736,1,0,1,0,"0","0","429766",2,0,0,0,0,0,0,"0","0","0","0","1","0","0","0"
"277",2915739,"16/01/2009",0,0,1,-50746591,1,0,2,1,"0","1","13000000",0,1,1,0,0,0,0,"0","0","0","0","0","0","0","0"
"278",7e+07,"12/06/1998",1,1,6,74205073,1,0,23,4,"0","1","474171806",7,0,0,0,0,0,0,"5","10","0","3","0","1","1","0"
"279",0,"23/09/2016",1,1,9,-37667937,1,0,5,0,"0","1","76586316",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"280",6.5e+07,"04/08/2004",1,1,8,-33273015,1,0,23,2,"0","1","358372926",7,0,0,0,1,0,0,"14","15","5","9","0","0","6","0"
"281",0,"22/10/1999",1,1,10,-28659422,1,0,7,3,"0","1","54215416",0,0,1,0,0,0,0,"5","4","2","6","0","0","2","0"
"282",3e+07,"12/04/2012",1,1,4,-28405871,1,0,2,3,"1","0","163403799",0,0,1,0,0,0,0,"17","7","0","4","0","0","5","0"
"283",1.2e+07,"30/10/1998",1,0,10,-28659422,1,0,5,9,"1","0","116700000",0,0,0,0,0,0,0,"0","0","0","0","0","0","2","0"
"284",1.9e+07,"19/01/2008",0,0,1,-50746591,1,0,11,2,"1","0","152500343",2,0,0,0,0,0,0,"1","1","0","0","0","0","0","0"
"285",7e+06,"20/09/2012",1,1,9,-37667937,1,0,13,8,"0","1","147332697",2,0,0,0,1,0,0,"5","7","1","2","0","0","2","0"
"286",2.5e+07,"01/03/1996",1,1,3,-7149862,3,0,18,1,"0","1","89460381",3,0,0,0,0,0,0,"1","3","0","0","0","0","3","0"
"287",9e+06,"15/11/2016",1,1,11,31944703,1,0,18,2,"0","1","748806957",9,0,1,0,0,0,0,"11","9","2","5","0","0","2","0"
"288",0,"14/10/1994",1,1,10,-28659422,1,0,2,1,"1","0","56505065",5,0,0,0,1,0,0,"3","1","0","0","0","0","2","2"
"289",2.4e+07,"31/01/2003",1,1,1,-50746591,1,0,19,1,"0","1","89460381",0,0,0,0,0,0,0,"3","4","0","0","0","0","3","0"
"290",2.8e+07,"30/03/1994",1,1,3,-7149862,2,0,1,0,"1","0","222300000",5,1,0,0,0,0,1,"0","0","0","3","0","0","0","0"
"291",6e+06,"09/03/1994",1,1,3,-7149862,1,0,3,4,"0","1","1862805",1,0,0,0,0,0,0,"2","0","0","0","0","0","1","0"
"292",1.6e+07,"09/03/2007",1,1,3,-7149862,1,0,8,8,"0","1","53478166",0,0,0,0,1,0,0,"0","0","0","0","0","0","2","0"
"293",6.5e+07,"25/12/2014",1,1,12,32322910,1,0,6,8,"0","1","337580051",1,0,0,0,0,0,0,"19","14","0","13","0","1","3","1"
"294",0,"01/05/1997",0,1,5,21757736,1,0,13,0,"0","1","11000000",0,0,0,1,0,0,0,"0","0","0","0","0","0","0","0"
"295",1.6e+08,"18/11/2015",1,1,11,31944703,2,0,11,6,"1","0","251171807",5,0,0,0,0,0,0,"23","22","4","11","0","1","2","0"
"296",0,"23/04/2009",0,0,4,-28405871,1,1,4,1,"0","1","38135878",2,1,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"297",6e+07,"22/02/2002",1,1,2,-15309317,2,0,21,5,"0","1","424208848",4,0,0,0,0,0,0,"6","13","4","3","0","0","2","0"
"298",2.5e+07,"28/02/2003",1,1,2,-15309317,1,1,13,2,"0","1","91036760",2,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"299",3e+06,"22/02/1991",1,1,2,-15309317,1,0,12,4,"0","1","41744718",5,0,0,0,0,0,0,"3","1","0","0","0","0","1","0"
"300",9e+06,"21/11/1991",1,1,11,31944703,1,0,1,0,"0","1","174999005",1,1,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"301",1.1e+07,"19/01/1990",1,1,1,-50746591,1,0,6,3,"0","1","141000000",0,0,1,0,0,0,0,"3","1","0","0","0","0","1","0"
"302",225000,"06/10/1933",1,1,10,-28659422,1,0,1,1,"0","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"303",0,"13/09/2005",1,0,9,-37667937,1,1,10,6,"0","1","157387195",0,0,0,0,0,0,0,"0","1","0","0","0","0","0","0"
"304",0,"04/06/1993",1,1,6,74205073,1,0,8,5,"1","0","152368585",10,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"305",0,"22/01/1988",1,1,1,-50746591,1,0,11,0,"0","1","22812411",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"306",1e+08,"14/12/2002",1,1,12,32322910,2,0,9,0,"0","1","18552460",12,0,0,1,1,0,0,"2","1","0","0","0","0","2","0"
"307",1e+08,"16/10/2009",1,1,10,-28659422,1,0,1,8,"0","0","NULL",2,1,0,0,0,0,1,"0","0","0","0","0","0","0","0"
"308",1.08e+08,"25/12/2016",1,1,12,32322910,1,0,36,7,"0","1","369330363",3,0,0,0,1,0,0,"6","1","0","0","0","0","3","0"
"309",3e+07,"15/06/2004",1,1,6,74205073,1,0,8,3,"0","1","28215918",2,0,0,0,0,0,0,"2","1","1","0","0","0","2","0"
"310",2.6e+07,"03/08/2003",1,1,8,-33273015,1,0,16,0,"1","0","37664855",2,0,0,0,0,0,0,"4","2","0","0","0","1","1","2"
"311",1.5e+07,"25/03/2009",1,1,3,-7149862,3,0,29,8,"1","0","351692268",1,0,0,0,0,1,0,"1","1","0","0","0","0","2","2"
"312",9500000,"18/05/2012",0,0,5,21757736,2,0,2,0,"0","1","NULL",1,0,0,0,0,0,0,"1","1","0","0","0","0","0","0"
"313",1.6e+07,"03/09/2004",1,1,9,-37667937,1,0,1,2,"0","1","207283925",0,0,0,0,0,0,0,"0","1","0","0","0","0","0","0"
"314",0,"10/02/2001",1,0,2,-15309317,3,0,0,5,"NULL","NULL","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"315",1.75e+08,"15/06/2017",1,1,6,74205073,1,0,40,0,"0","1","559852396",0,0,0,0,0,0,1,"0","0","0","1","0","0","1","0"
"316",5.5e+07,"30/01/2008",1,1,1,-50746591,1,0,17,0,"1","0","151493655",21,0,0,0,1,1,0,"3","3","0","2","0","0","1","0"
"317",6e+07,"12/03/2012",1,1,3,-7149862,1,0,17,9,"0","1","363889678",1,0,0,0,0,0,1,"4","0","0","36","0","0","1","1"
"318",1.15e+08,"07/08/2013",1,1,8,-33273015,1,0,43,2,"0","1","311312624",1,0,0,0,0,0,0,"16","14","5","14","0","1","3","0"
"319",2e+07,"17/06/2006",0,1,6,74205073,1,1,1,0,"0","1","NULL",0,1,0,0,0,1,0,"0","0","0","0","0","0","0","0"
"320",1.2e+07,"08/02/1985",1,1,2,-15309317,1,0,14,0,"0","1","333000000",3,0,0,0,1,0,0,"0","0","0","0","0","0","0","0"
"321",0,"06/09/1986",1,1,9,-37667937,1,0,3,0,"0","1","34967437",0,0,0,0,0,0,0,"3","1","0","0","0","0","2","0"
"322",8.5e+07,"15/03/2012",1,1,3,-7149862,1,0,31,3,"1","0","363889678",3,1,0,0,0,0,1,"1","0","1","3","0","0","0","0"
"323",1.35e+08,"25/12/2015",1,1,12,32322910,4,0,20,8,"0","1","193772504",5,0,0,0,0,0,0,"10","17","6","20","0","1","2","0"
"324",9e+07,"05/02/1999",1,1,2,-15309317,1,0,23,5,"0","1","346079773",0,0,0,0,1,0,0,"12","6","5","1","0","0","2","0"
"325",1.2e+07,"07/08/1987",1,1,8,-33273015,1,0,10,5,"0","1","90614445",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"326",7.1e+07,"22/06/1998",1,1,6,74205073,1,0,15,1,"0","1","288752301",1,1,0,0,0,0,1,"2","0","0","0","0","1","0","0"
"327",2.6e+07,"20/09/1996",1,1,9,-37667937,1,0,4,2,"1","0","NULL",1,0,0,0,0,0,0,"8","12","1","0","0","0","2","1"
"328",4e+07,"27/07/2011",1,1,7,40981593,1,0,12,8,"1","0","655011224",1,0,0,0,1,0,0,"20","11","2","6","0","1","0","0"
"329",1.5e+07,"22/12/2010",1,1,12,32322910,1,0,25,3,"1","0","141069860",0,0,0,0,0,0,0,"0","0","0","0","0","0","2","0"
"330",1e+08,"16/11/2006",1,1,11,31944703,1,0,18,8,"0","1","926287400",7,0,0,0,0,0,0,"4","0","1","3","0","1","1","1"
"331",0,"25/03/1982",1,1,3,-7149862,1,0,0,0,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"332",2.3e+07,"18/12/2009",0,1,12,32322910,1,0,9,0,"0","1","30399676",1,0,0,1,0,0,0,"0","0","0","0","0","0","0","0"
"333",5e+06,"07/09/2007",1,1,9,-37667937,1,0,12,5,"0","1","100230832",0,0,0,0,0,0,0,"3","0","0","0","0","0","1","0"
"334",0,"21/12/1949",1,1,12,32322910,1,0,4,0,"0","1","9132000",2,0,0,0,0,0,0,"4","1","0","0","0","0","0","0"
"335",1,"05/05/2003",0,0,5,21757736,1,0,0,0,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"336",2.5e+07,"09/05/2014",1,1,5,21757736,1,0,11,2,"0","1","177238796",2,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"337",7.5e+07,"29/05/2013",1,1,5,21757736,2,0,8,10,"0","1","102391382",5,0,0,0,1,0,0,"3","4","0","1","0","1","1","0"
"338",0,"13/11/2010",0,0,11,31944703,2,0,2,0,"1","0","8690429",0,1,0,0,0,1,0,"0","0","0","0","0","0","0","0"
"339",3e+07,"06/06/2005",1,1,6,74205073,2,0,0,2,"0","1","NULL",2,0,0,0,0,0,0,"2","0","0","0","0","0","2","0"
"340",1.1e+07,"27/01/1970",1,0,1,-50746591,1,0,8,1,"0","1","141195658",2,0,0,1,0,0,0,"2","3","0","0","0","0","0","0"
"341",0,"26/09/2014",1,0,9,-37667937,1,0,5,8,"0","1","118338361",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"342",2.7e+07,"03/10/1997",1,1,10,-28659422,1,0,12,4,"0","1","390493908",1,0,0,0,1,1,0,"1","0","0","0","0","0","2","0"
"343",0,"29/04/2005",1,1,4,-28405871,1,0,1,0,"0","1","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"344",0,"10/06/1982",1,1,6,74205073,2,0,3,4,"0","1","36565280",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"345",6e+07,"15/01/2014",1,1,1,-50746591,2,0,10,5,"0","1","156974557",5,0,0,0,0,0,0,"5","2","0","1","0","0","5","0"
"346",0,"08/07/1988",1,1,7,40981593,1,0,6,0,"0","1","19265302",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"347",3.6e+07,"06/12/2016",1,1,12,32322910,1,0,18,5,"0","1","585349010",6,0,0,0,0,0,0,"0","0","0","0","1","0","0","0"
"348",12,"16/10/1996",1,1,10,-28659422,1,0,2,0,"0","1","20045115",2,1,0,0,0,0,1,"1","1","0","0","0","0","0","0"
"349",1e+06,"11/03/1984",0,0,3,-7149862,1,0,0,0,"0","0","NULL",0,1,0,0,0,0,0,"1","0","0","5","0","0","0","0"
"350",350000,"08/12/2004",1,0,12,32322910,1,0,0,0,"0","0","NULL",0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"351",1.1e+08,"29/09/2016",1,1,9,-37667937,2,0,29,3,"0","1","549368315",7,0,0,0,0,0,0,"8","4","4","13","1","0","2","0"
"352",7200000,"13/12/1971",1,1,12,32322910,2,0,9,0,"0","1","141195658",1,0,0,0,0,0,0,"5","1","0","0","0","0","0","0"
"353",0,"28/09/1984",1,1,9,-37667937,1,0,2,0,"0","1","NULL",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"354",7e+06,"16/11/2001",1,1,11,31944703,1,0,2,4,"0","1","NULL",1,0,0,0,0,0,0,"0","1","0","0","0","0","0","0"
"355",20500000,"05/12/2008",1,1,12,32322910,3,1,1,2,"0","1","NULL",1,0,0,0,1,0,0,"18","9","6","1","0","0","4","0"
"356",0,"14/04/2017",1,1,4,-28405871,1,0,0,5,"NULL","NULL","NULL",1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0"
"357",1.3e+08,"06/04/2005",1,1,4,-28405871,4,0,15,5,"0","1","171120329",0,0,0,0,0,1,0,"11","9","4","6","0","0","5","0"
"358",4.5e+07,"23/06/1994",1,1,6,74205073,1,0,0,4,"0","1","NULL",0,0,0,0,0,0,1,"2","0","0","6","0","0","0","2"
"359",7.5e+07,"23/10/1998",1,1,10,-28659422,1,0,15,0,"0","1","152368585",2,0,0,0,0,0,0,"5","8","3","10","0","0","2","0"
"360",6.5e+07,"26/12/2009",1,1,12,32322910,3,0,17,6,"1","0","230884728",7,1,0,0,0,0,0,"1","1","0","1","0","0","7","2"
"361",0,"02/11/2016",1,1,11,31944703,3,0,0,0,"NULL","NULL","NULL",0,0,0,0,0,0,1,"0","0","0","0","0","0","1","0"
